timestamp,station,pm25_ugm3,temperature_c,humidity_pct,wind_speed_ms,wind_direction_deg,is_anomaly,hour,month,dow
2022-01-06 22:00:00,Centro,4.15,21.3,85.6,0.79,198.0,0,22,1,3
2022-01-06 23:00:00,Centro,0.29,22.1,68.5,0.05,157.8,0,23,1,3
2022-01-07 00:00:00,Centro,0.0,25.4,71.4,1.81,332.5,0,0,1,4
2022-01-07 01:00:00,Centro,2.7,25.3,59.4,1.07,345.4,0,1,1,4
2022-01-07 02:00:00,Centro,5.16,26.3,69.5,5.06,12.4,0,2,1,4
2022-01-07 03:00:00,Centro,5.34,27.4,57.9,1.09,137.1,0,3,1,4
2022-01-07 04:00:00,Centro,10.61,28.0,61.9,2.03,300.0,0,4,1,4
2022-01-07 05:00:00,Centro,9.2,27.3,53.9,0.57,144.0,0,5,1,4
2022-01-07 06:00:00,Centro,19.28,25.0,48.1,0.23,221.5,0,6,1,4
2022-01-07 07:00:00,Centro,15.93,26.3,51.5,1.13,64.6,0,7,1,4
2022-01-07 08:00:00,Centro,25.94,25.3,53.7,0.31,102.1,0,8,1,4
2022-01-07 09:00:00,Centro,32.61,24.0,58.5,3.25,143.9,0,9,1,4
2022-01-07 10:00:00,Centro,36.56,23.8,69.2,0.75,345.3,0,10,1,4
2022-01-07 11:00:00,Centro,40.55,19.6,71.0,7.71,205.9,0,11,1,4
2022-01-07 12:00:00,Centro,27.97,20.9,74.7,0.86,168.4,0,12,1,4
2022-01-07 13:00:00,Centro,36.71,18.2,77.8,0.5,45.5,0,13,1,4
2022-01-07 14:00:00,Centro,37.0,16.2,79.1,3.03,82.5,0,14,1,4
2022-01-07 15:00:00,Centro,33.71,18.0,86.1,1.2,115.1,0,15,1,4
2022-01-07 16:00:00,Centro,22.96,15.8,92.9,11.17,226.4,0,16,1,4
2022-01-07 17:00:00,Centro,24.7,17.2,86.5,0.04,146.6,0,17,1,4
2022-01-07 18:00:00,Centro,26.6,15.6,91.0,1.48,197.3,0,18,1,4
2022-01-07 19:00:00,Centro,9.29,18.7,82.7,1.75,134.7,0,19,1,4
2022-01-07 20:00:00,Centro,13.56,19.8,86.7,3.86,214.9,0,20,1,4
2022-01-07 21:00:00,Centro,12.99,20.1,74.9,4.92,289.8,0,21,1,4
2022-01-07 22:00:00,Centro,3.37,23.3,77.2,1.64,139.1,0,22,1,4
2022-01-07 23:00:00,Centro,6.98,22.1,68.5,1.35,94.9,0,23,1,4
2022-01-08 00:00:00,Centro,0.0,27.1,68.6,1.33,57.4,0,0,1,5
2022-01-08 01:00:00,Centro,1.39,24.7,69.4,2.07,31.1,0,1,1,5
2022-01-08 02:00:00,Centro,2.86,27.4,65.7,1.9,188.2,0,2,1,5
2022-01-08 03:00:00,Centro,9.28,27.8,66.7,0.87,137.3,0,3,1,5
2022-01-08 04:00:00,Centro,11.25,24.8,54.5,0.77,348.0,0,4,1,5
2022-01-08 05:00:00,Centro,19.04,28.1,47.3,5.49,192.0,0,5,1,5
2022-01-08 06:00:00,Centro,15.34,26.9,55.1,0.44,288.9,0,6,1,5
2022-01-08 07:00:00,Centro,22.46,25.3,61.2,8.23,239.9,0,7,1,5
2022-01-08 08:00:00,Centro,30.44,24.4,61.7,1.3,291.0,0,8,1,5
2022-01-08 09:00:00,Centro,31.94,22.1,52.4,0.32,310.5,0,9,1,5
2022-01-08 10:00:00,Centro,26.77,23.1,56.2,12.31,55.6,0,10,1,5
2022-01-08 11:00:00,Centro,36.23,19.5,71.4,0.85,172.2,0,11,1,5
2022-01-08 12:00:00,Centro,32.16,18.7,75.2,3.65,260.2,0,12,1,5
2022-01-08 13:00:00,Centro,35.1,19.2,66.5,1.33,235.4,0,13,1,5
2022-01-08 14:00:00,Centro,33.26,18.7,75.6,1.09,103.1,0,14,1,5
2022-01-08 15:00:00,Centro,34.54,14.7,85.5,8.22,134.4,0,15,1,5
2022-01-08 16:00:00,Centro,27.02,16.3,87.7,1.3,288.1,0,16,1,5
2022-01-08 17:00:00,Centro,15.51,17.5,82.4,5.25,74.8,0,17,1,5
2022-01-08 18:00:00,Centro,13.56,17.8,76.8,2.42,36.4,0,18,1,5
2022-01-08 19:00:00,Centro,18.08,16.4,87.3,0.33,341.7,0,19,1,5
2022-01-08 20:00:00,Centro,10.5,18.4,79.2,1.41,232.5,0,20,1,5
2022-01-08 21:00:00,Centro,12.97,20.5,85.1,1.26,181.7,0,21,1,5
2022-01-08 22:00:00,Centro,7.12,22.8,82.4,3.58,245.3,0,22,1,5
2022-01-08 23:00:00,Centro,1.53,24.2,74.7,0.58,42.1,0,23,1,5
2022-01-09 00:00:00,Centro,8.34,23.5,67.5,2.56,345.4,0,0,1,6
2022-01-09 01:00:00,Centro,1.29,26.8,66.2,5.09,350.4,0,1,1,6
2022-01-09 02:00:00,Centro,0.0,28.2,67.4,2.63,233.5,0,2,1,6
2022-01-09 03:00:00,Centro,16.64,29.3,60.1,8.46,187.4,0,3,1,6
2022-01-09 04:00:00,Centro,3.85,28.5,58.0,3.08,222.7,0,4,1,6
2022-01-09 05:00:00,Centro,17.65,27.0,50.3,3.89,244.3,0,5,1,6
2022-01-09 06:00:00,Centro,22.74,27.6,52.7,0.94,102.6,0,6,1,6
2022-01-09 07:00:00,Centro,23.45,26.6,60.7,4.48,213.4,0,7,1,6
2022-01-09 08:00:00,Centro,19.74,23.9,51.1,0.04,345.7,0,8,1,6
2022-01-09 09:00:00,Centro,33.63,22.4,65.8,1.92,214.6,0,9,1,6
2022-01-09 10:00:00,Centro,26.18,22.8,65.7,0.63,342.1,0,10,1,6
2022-01-09 11:00:00,Centro,28.07,21.9,63.9,2.79,174.1,0,11,1,6
2022-01-09 12:00:00,Centro,32.5,19.2,63.1,4.17,100.6,0,12,1,6
2022-01-09 13:00:00,Centro,36.59,18.1,69.1,1.02,82.4,0,13,1,6
2022-01-09 14:00:00,Centro,33.13,16.2,79.6,9.7,247.6,0,14,1,6
2022-01-09 15:00:00,Centro,32.78,15.9,80.4,2.97,240.2,0,15,1,6
2022-01-09 16:00:00,Centro,24.66,16.6,90.6,1.13,114.2,0,16,1,6
2022-01-09 17:00:00,Centro,22.12,17.0,87.5,0.64,354.5,0,17,1,6
2022-01-09 18:00:00,Centro,14.37,16.7,88.4,3.08,125.3,0,18,1,6
2022-01-09 19:00:00,Centro,13.76,15.4,85.5,4.29,285.1,0,19,1,6
2022-01-09 20:00:00,Centro,13.78,19.0,86.1,1.95,77.6,0,20,1,6
2022-01-09 21:00:00,Centro,7.1,18.9,75.9,9.57,80.9,0,21,1,6
2022-01-09 22:00:00,Centro,7.81,19.9,81.4,0.38,89.7,0,22,1,6
2022-01-09 23:00:00,Centro,2.11,22.8,60.7,2.79,86.6,0,23,1,6
2022-01-10 00:00:00,Centro,1.52,26.4,74.0,1.99,16.2,0,0,1,0
2022-01-10 01:00:00,Centro,4.55,24.6,70.7,5.59,35.0,0,1,1,0
2022-01-10 02:00:00,Centro,5.11,27.2,71.3,1.32,73.0,0,2,1,0
2022-01-10 03:00:00,Centro,10.64,28.0,55.2,1.67,78.8,0,3,1,0
2022-01-10 04:00:00,Centro,12.08,29.3,61.0,2.88,299.3,0,4,1,0
2022-01-10 05:00:00,Centro,21.94,27.1,46.0,1.33,276.6,0,5,1,0
2022-01-10 06:00:00,Centro,17.98,27.2,55.8,7.88,161.0,0,6,1,0
2022-01-10 07:00:00,Centro,21.83,25.2,59.8,3.78,196.0,0,7,1,0
2022-01-10 08:00:00,Centro,22.19,24.4,48.8,0.15,292.5,0,8,1,0
2022-01-10 09:00:00,Centro,29.54,24.2,60.0,1.98,111.8,0,9,1,0
2022-01-10 10:00:00,Centro,34.56,23.2,68.4,3.31,91.2,0,10,1,0
2022-01-10 11:00:00,Centro,30.36,18.6,70.5,2.16,272.0,0,11,1,0
2022-01-10 12:00:00,Centro,33.63,17.0,69.3,7.12,257.9,0,12,1,0
2022-01-10 13:00:00,Centro,36.19,17.2,65.3,0.64,6.1,0,13,1,0
2022-01-10 14:00:00,Centro,31.3,17.9,78.9,6.28,348.9,0,14,1,0
2022-01-10 15:00:00,Centro,27.34,15.4,86.6,0.91,67.7,0,15,1,0
2022-01-10 16:00:00,Centro,30.2,17.0,81.9,8.92,138.0,0,16,1,0
2022-01-10 17:00:00,Centro,23.07,15.9,82.8,0.97,209.6,0,17,1,0
2022-01-10 18:00:00,Centro,20.38,16.1,94.0,1.27,224.4,0,18,1,0
2022-01-10 19:00:00,Centro,19.6,18.3,80.0,0.19,122.2,0,19,1,0
2022-01-10 20:00:00,Centro,15.87,18.9,79.8,1.95,20.6,0,20,1,0
2022-01-10 21:00:00,Centro,6.79,20.6,82.1,0.27,338.4,0,21,1,0
2022-01-10 22:00:00,Centro,3.69,19.7,67.2,3.03,19.7,0,22,1,0
2022-01-10 23:00:00,Centro,5.42,23.5,74.8,0.34,6.0,0,23,1,0
2022-01-11 00:00:00,Centro,3.24,24.9,69.9,4.43,175.9,0,0,1,1
2022-01-11 01:00:00,Centro,0.0,29.4,65.9,0.96,350.1,0,1,1,1
2022-01-11 02:00:00,Centro,10.87,27.0,66.3,6.76,47.7,0,2,1,1
2022-01-11 03:00:00,Centro,8.22,27.9,57.3,1.7,359.6,0,3,1,1
2022-01-11 04:00:00,Centro,14.19,29.1,52.3,2.23,97.0,0,4,1,1
2022-01-11 05:00:00,Centro,10.17,28.9,49.2,1.74,22.2,0,5,1,1
2022-01-11 06:00:00,Centro,23.89,27.8,44.9,2.16,242.3,0,6,1,1
2022-01-11 07:00:00,Centro,20.26,27.5,54.5,2.62,304.4,0,7,1,1
2022-01-11 08:00:00,Centro,25.8,23.1,57.0,0.49,299.3,0,8,1,1
2022-01-11 09:00:00,Centro,23.72,23.4,64.0,2.62,311.3,0,9,1,1
2022-01-11 10:00:00,Centro,31.04,21.5,70.6,0.74,5.0,0,10,1,1
2022-01-11 11:00:00,Centro,32.28,20.6,64.0,0.08,193.6,0,11,1,1
2022-01-11 12:00:00,Centro,32.96,17.4,71.6,8.13,69.0,0,12,1,1
2022-01-11 13:00:00,Centro,34.94,18.5,75.6,1.52,295.5,0,13,1,1
2022-01-11 14:00:00,Centro,31.93,16.5,84.8,4.13,207.2,0,14,1,1
2022-01-11 15:00:00,Centro,33.2,16.8,81.8,0.33,251.8,0,15,1,1
2022-01-11 16:00:00,Centro,24.31,16.0,86.2,9.01,92.3,0,16,1,1
2022-01-11 17:00:00,Centro,18.58,16.6,93.7,5.44,310.9,0,17,1,1
2022-01-11 18:00:00,Centro,18.6,17.9,81.3,2.47,174.6,0,18,1,1
2022-01-11 19:00:00,Centro,17.3,16.9,86.0,2.94,275.0,0,19,1,1
2022-01-11 20:00:00,Centro,16.14,17.3,87.3,4.95,56.7,0,20,1,1
2022-01-11 21:00:00,Centro,11.31,20.2,81.4,0.92,112.0,0,21,1,1
2022-01-11 22:00:00,Centro,0.0,21.1,76.0,0.14,220.9,0,22,1,1
2022-01-11 23:00:00,Centro,5.67,23.3,71.6,0.56,34.2,0,23,1,1
2022-01-12 00:00:00,Centro,9.49,24.2,74.0,4.73,186.3,0,0,1,2
2022-01-12 01:00:00,Centro,4.4,23.9,62.1,3.27,6.9,0,1,1,2
2022-01-12 02:00:00,Centro,3.58,26.1,58.3,2.82,32.6,0,2,1,2
2022-01-12 03:00:00,Centro,9.26,26.9,65.1,1.76,76.7,0,3,1,2
2022-01-12 04:00:00,Centro,9.11,28.2,49.4,11.32,51.3,0,4,1,2
2022-01-12 05:00:00,Centro,17.29,28.5,45.0,1.1,311.4,0,5,1,2
2022-01-12 06:00:00,Centro,18.56,28.6,61.1,3.29,42.7,0,6,1,2
2022-01-12 07:00:00,Centro,28.06,26.6,61.6,0.75,182.4,0,7,1,2
2022-01-12 08:00:00,Centro,28.1,27.0,55.7,0.54,106.8,0,8,1,2
2022-01-12 09:00:00,Centro,26.31,25.3,65.5,0.2,118.4,0,9,1,2
2022-01-12 10:00:00,Centro,34.0,21.8,57.4,1.89,303.4,0,10,1,2
2022-01-12 11:00:00,Centro,36.82,20.2,64.7,0.38,69.2,0,11,1,2
2022-01-12 12:00:00,Centro,31.31,18.0,70.0,0.36,16.1,0,12,1,2
2022-01-12 13:00:00,Centro,31.37,17.8,72.0,1.04,268.7,0,13,1,2
2022-01-12 14:00:00,Centro,22.34,16.5,82.6,1.78,12.9,0,14,1,2
2022-01-12 15:00:00,Centro,32.79,16.7,89.0,5.74,40.5,0,15,1,2
2022-01-12 16:00:00,Centro,23.71,17.8,76.6,0.48,223.6,0,16,1,2
2022-01-12 17:00:00,Centro,13.95,18.5,82.4,3.58,304.0,0,17,1,2
2022-01-12 18:00:00,Centro,11.48,17.4,84.4,0.96,148.4,0,18,1,2
2022-01-12 19:00:00,Centro,13.78,16.8,79.9,0.4,142.7,0,19,1,2
2022-01-12 20:00:00,Centro,14.09,19.2,70.3,1.24,194.9,0,20,1,2
2022-01-12 21:00:00,Centro,7.58,20.8,81.6,0.14,151.8,0,21,1,2
2022-01-12 22:00:00,Centro,7.43,21.1,75.8,2.2,234.3,0,22,1,2
2022-01-12 23:00:00,Centro,0.0,23.2,71.8,0.08,211.1,0,23,1,2
2022-01-13 00:00:00,Centro,0.0,25.7,73.7,0.69,254.8,0,0,1,3
2022-01-13 01:00:00,Centro,7.57,25.6,69.5,5.5,104.2,0,1,1,3
2022-01-13 02:00:00,Centro,7.49,26.1,69.1,1.01,187.9,0,2,1,3
2022-01-13 03:00:00,Centro,7.78,27.5,60.4,4.25,227.3,0,3,1,3
2022-01-13 04:00:00,Centro,16.13,28.3,49.8,0.07,270.7,0,4,1,3
2022-01-13 05:00:00,Centro,10.81,29.1,58.5,1.84,160.8,0,5,1,3
2022-01-13 06:00:00,Centro,16.81,26.5,54.1,2.36,65.2,0,6,1,3
2022-01-13 07:00:00,Centro,26.48,27.1,55.1,0.61,175.9,0,7,1,3
2022-01-13 08:00:00,Centro,33.34,25.2,56.7,5.35,68.5,0,8,1,3
2022-01-13 09:00:00,Centro,29.12,24.2,57.2,5.1,29.6,0,9,1,3
2022-01-13 10:00:00,Centro,38.18,22.4,56.6,0.03,136.0,0,10,1,3
2022-01-13 11:00:00,Centro,30.55,19.8,67.5,0.3,99.5,0,11,1,3
2022-01-13 12:00:00,Centro,34.78,16.6,79.1,2.6,117.0,0,12,1,3
2022-01-13 13:00:00,Centro,32.25,16.9,74.8,0.18,295.8,0,13,1,3
2022-01-13 14:00:00,Centro,25.09,17.2,82.2,8.71,214.3,0,14,1,3
2022-01-13 15:00:00,Centro,30.09,16.4,89.8,0.33,132.9,0,15,1,3
2022-01-13 16:00:00,Centro,29.68,16.3,77.7,1.1,42.9,0,16,1,3
2022-01-13 17:00:00,Centro,21.73,16.0,84.0,0.9,354.8,0,17,1,3
2022-01-13 18:00:00,Centro,18.15,16.8,87.3,0.15,4.9,0,18,1,3
2022-01-13 19:00:00,Centro,20.12,17.3,90.3,0.45,107.7,0,19,1,3
